m,U,num_incident,num_detected
3.1992671377973847e-06,1.1497569953977357e-05,492359.2925424066,492540.6071929999
3.1992671377973847e-06,1.2328467394420658e-05,527514.6943001453,527561.8922255527
3.1992671377973847e-06,1.3219411484660286e-05,565458.9199938215,565982.8257805342
3.1992671377973847e-06,1.4174741629268048e-05,605811.7894970973,607159.9490015489
3.1992671377973847e-06,1.5199110829529332e-05,650719.110772965,649747.9409416658
3.1992671377973847e-06,1.6297508346206434e-05,697165.4706520805,697918.755479669
3.1992671377973847e-06,1.747528400007683e-05,747442.1933022996,747971.846477222
3.1992671377973847e-06,1.873817422860383e-05,802369.380640558,802749.1047607854
3.1992671377973847e-06,2.0092330025650458e-05,859792.9012600881,858374.2751641196
3.1992671377973847e-06,2.1544346900318867e-05,921494.8457488137,922073.0888964892
3.1992671377973847e-06,2.310129700083158e-05,988953.6000994534,989014.0379759172
3.1992671377973847e-06,2.477076355991714e-05,1059814.6222798796,1061653.0873286396
3.1992671377973847e-06,2.656087782946684e-05,1136596.6559490445,1137289.8536488318
3.1992671377973847e-06,2.8480358684358048e-05,1219709.7248070287,1219272.0094877165
3.1992671377973847e-06,3.053855508833412e-05,1308396.6098412708,1306531.2204659902
3.1992671377973847e-06,3.274549162877732e-05,1400004.7871744419,1400535.7399810401
3.1992671377973847e-06,3.511191734215127e-05,1501902.190363848,1504405.6510418907
3.1992671377973847e-06,3.7649358067924715e-05,1611776.1493972032,1610895.7552669568
3.1992671377973847e-06,4.037017258596558e-05,1728735.8787468278,1728203.1145100358
3.1992671377973847e-06,4.328761281083062e-05,1852743.544370881,1851602.042388158
3.1992671377973847e-06,4.641588833612782e-05,1986946.3375341974,1984961.4474037772
3.1992671377973847e-06,4.977023564332114e-05,2130855.882862452,2130329.2227922627
3.1992671377973847e-06,5.3366992312063123e-05,2283596.5854901737,2283697.786060744
3.1992671377973847e-06,5.72236765935022e-05,2448745.7465769323,2448243.994015642
3.1992671377973847e-06,6.135907273413175e-05,2624496.2672349345,2624328.985874076
3.1992671377973847e-06,6.579332246575683e-05,2816544.0199973816,2817152.3204080747
3.1992671377973847e-06,7.054802310718646e-05,3017949.109729726,3017957.2167953774
3.1992671377973847e-06,7.56463327554629e-05,3235692.4336984195,3235047.881275371
3.1992671377973847e-06,8.111308307896872e-05,3471665.242514313,3472104.4108011965
3.1992671377973847e-06,8.697490026177834e-05,3724366.984042499,3717685.4743676498
3.1992671377973847e-06,9.326033468832199e-05,3988063.400375454,3986391.4596535135
3.1992671377973847e-06,0.0001,4277138.224011524,4280359.8622854855
3.1992671377973847e-06,0.00010722672220103231,4591730.648767256,4593604.304593842
3.1992671377973847e-06,0.00011497569953977356,4926323.935776819,4918979.356799509
3.1992671377973847e-06,0.0001232846739442066,5276862.527809689,5274910.168946123
3.1992671377973847e-06,0.00013219411484660288,5660487.364628661,5655276.781765786
3.1992671377973847e-06,0.00014174741629268049,6066446.462286302,6068477.632616673
3.1992671377973847e-06,0.0001519911082952933,6510980.825742638,6509816.71428505
3.1992671377973847e-06,0.0001629750834620645,6973548.677764067,6972476.083557454
3.1992671377973847e-06,0.00017475284000076848,7478298.978222024,7475705.184308035
3.1992671377973847e-06,0.0001873817422860385,8016766.81324582,8020602.998687655
3.1992671377973847e-06,0.00020092330025650479,8599319.094057944,8608535.372734161
3.1992671377973847e-06,0.00021544346900318845,9220095.43279254,9223643.181296464
3.1992671377973847e-06,0.00023101297000831605,9896546.07698899,9893828.631952994
3.1992671377973847e-06,0.0002477076355991711,10591732.313857788,10605193.277282158
3.1992671377973847e-06,0.00026560877829466864,11361081.046248687,11372576.198908621
3.1992671377973847e-06,0.0002848035868435802,12184498.841951212,12194540.087471893
3.1992671377973847e-06,0.0003053855508833416,13067850.82129241,13062270.65720715
3.1992671377973847e-06,0.00032745491628777284,14019295.067924691,14016679.486239174
3.1992671377973847e-06,0.0003511191734215131,15035593.947077036,15023774.176366916
3.1992671377973847e-06,0.00037649358067924675,16100001.261959277,16121301.924739957
3.1992671377973847e-06,0.0004037017258596554,17262264.24507937,17295167.97694032
3.1992671377973847e-06,0.0004328761281083057,18505145.460180663,18507542.019460034
3.1992671377973847e-06,0.0004641588833612782,19867157.840341076,19879944.240806643
3.1992671377973847e-06,0.0004977023564332114,21313699.332519896,21319331.02726375
3.1992671377973847e-06,0.0005336699231206312,22837146.462992027,22875115.541412152
3.1992671377973847e-06,0.0005722367659350221,24467965.26383116,24498060.155950133
3.1992671377973847e-06,0.0006135907273413176,26275885.2625069,26255279.04980857
3.1992671377973847e-06,0.0006579332246575682,28114193.926042434,28160546.355683282
3.1992671377973847e-06,0.0007054802310718645,30178710.89018012,30173215.432844643
3.1992671377973847e-06,0.000756463327554629,32391024.390818898,32405283.21686343
3.1992671377973847e-06,0.0008111308307896872,34680652.94653578,34693753.368606724
3.1992671377973847e-06,0.0008697490026177834,37219985.48613678,37221470.891441904
3.1992671377973847e-06,0.0009326033468832199,39940580.325718984,39934271.37960221
3.1992671377973847e-06,0.001,42788295.80286122,42838672.828303576
3.5938136638046257e-06,1e-06,42779.39339248207,42797.229877446065
3.5938136638046257e-06,1.0722672220103232e-06,45960.7360742302,45939.37685153974
3.5938136638046257e-06,1.1497569953977357e-06,49252.52197766549,49213.600919897704
3.5938136638046257e-06,1.232846739442066e-06,52763.75558893554,52747.78636678769
3.5938136638046257e-06,1.3219411484660288e-06,56508.96372234622,56688.54599769595
3.5938136638046257e-06,1.4174741629268049e-06,60654.44114979774,60686.5085243526
3.5938136638046257e-06,1.519911082952933e-06,65043.95519801912,65066.195331674506
3.5938136638046257e-06,1.6297508346206435e-06,69633.70073436086,69759.94971773088
3.5938136638046257e-06,1.747528400007683e-06,74723.42685151128,74747.95988698615
3.5938136638046257e-06,1.873817422860383e-06,80303.43012169292,80175.23901519038
3.5938136638046257e-06,2.0092330025650458e-06,86031.41488386646,86048.54280147173
3.5938136638046257e-06,2.1544346900318822e-06,92215.07095807295,92217.88172680243
3.5938136638046257e-06,2.310129700083158e-06,98944.91678988682,98784.64157579144
3.5938136638046257e-06,2.477076355991709e-06,106041.07432295315,106063.97644292987
3.5938136638046257e-06,2.656087782946684e-06,113623.8466630283,113624.15194941165
3.5938136638046257e-06,2.848035868435805e-06,121821.74524756409,121797.4757998617
3.5938136638046257e-06,3.0538555088334123e-06,130705.96297673031,130722.4994265666
3.5938136638046257e-06,3.2745491628777315e-06,140220.03061737033,139968.47213645396
3.5938136638046257e-06,3.5111917342151275e-06,150171.9158776906,150176.87530365022
3.5938136638046257e-06,3.764935806792471e-06,161045.6408973169,161220.678290759
3.5938136638046257e-06,4.037017258596558e-06,172867.6752635312,173034.69243252423
3.5938136638046257e-06,4.328761281083061e-06,185461.54156741872,185198.44681795497
3.5938136638046257e-06,4.641588833612782e-06,198700.63612986548,198562.32718042374
3.5938136638046257e-06,4.977023564332114e-06,213040.32056993083,212979.95053857943
3.5938136638046257e-06,5.336699231206313e-06,228438.986526789,228372.50513375748
3.5938136638046257e-06,5.72236765935022e-06,245095.33719341416,244965.29146971254
3.5938136638046257e-06,6.1359072734131755e-06,262637.3676007799,262474.98442791414
3.5938136638046257e-06,6.579332246575683e-06,281601.7877342067,281289.1620443908
3.5938136638046257e-06,7.0548023107186455e-06,301787.4422136117,302107.45360080124
3.5938136638046257e-06,7.564633275546291e-06,323783.5866645589,324184.2512006476
3.5938136638046257e-06,8.111308307896873e-06,347218.4584340778,347370.404858672
3.5938136638046257e-06,8.697490026177835e-06,372694.98877056566,372656.3870875782
3.5938136638046257e-06,9.3260334688322e-06,399029.6155396436,399298.8953453301
3.5938136638046257e-06,1e-05,427549.96417967207,428247.8255686425
3.5938136638046257e-06,1.072267222010323e-05,459010.66764796793,458966.7310256179
3.5938136638046257e-06,1.1497569953977357e-05,491998.07331680093,492098.5173365237
3.5938136638046257e-06,1.2328467394420658e-05,527621.5549702833,527803.7463477339
3.5938136638046257e-06,1.3219411484660286e-05,565987.176538155,565344.6075772488
3.5938136638046257e-06,1.4174741629268048e-05,605925.3405793586,606802.8307730232
3.5938136638046257e-06,1.5199110829529332e-05,650064.4401643652,650883.8360708317
3.5938136638046257e-06,1.6297508346206434e-05,696573.1236140154,696948.2613607453
3.5938136638046257e-06,1.747528400007683e-05,747820.1038146715,748189.2509762066
3.5938136638046257e-06,1.873817422860383e-05,802789.3946589526,802344.8989964364
3.5938136638046257e-06,2.0092330025650458e-05,860037.056307397,861332.9167245319
3.5938136638046257e-06,2.1544346900318867e-05,921448.6488664529,922376.3228158872
3.5938136638046257e-06,2.310129700083158e-05,989441.04686176,988031.9894986332
3.5938136638046257e-06,2.477076355991714e-05,1059188.228375022,1060103.2356791792
3.5938136638046257e-06,2.656087782946684e-05,1136150.066836612,1135540.2752999598
3.5938136638046257e-06,2.8480358684358048e-05,1219045.808361067,1220588.812516371
3.5938136638046257e-06,3.053855508833412e-05,1305506.0028318719,1306476.5262120122
3.5938136638046257e-06,3.274549162877732e-05,1402487.0656949216,1401875.3664774627
3.5938136638046257e-06,3.511191734215127e-05,1503298.8724157389,1504139.5265509821
3.5938136638046257e-06,3.7649358067924715e-05,1611908.5377901518,1612781.1959721495
3.5938136638046257e-06,4.037017258596558e-05,1727024.8022439936,1727707.0391290572
3.5938136638046257e-06,4.328761281083062e-05,1856111.3214983926,1853778.7147355035
3.5938136638046257e-06,4.641588833612782e-05,1988225.2397967598,1986952.550745812
3.5938136638046257e-06,4.977023564332114e-05,2129030.6203065757,2129910.282869994
3.5938136638046257e-06,5.3366992312063123e-05,2281805.4242629264,2285952.7807982867
3.5938136638046257e-06,5.72236765935022e-05,2449600.1664867103,2449980.322449273
3.5938136638046257e-06,6.135907273413175e-05,2623867.1459378307,2627092.3412271915
3.5938136638046257e-06,6.579332246575683e-05,2814589.7610236825,2815783.1857302953
3.5938136638046257e-06,7.054802310718646e-05,3016092.7759398497,3017063.965905939
3.5938136638046257e-06,7.56463327554629e-05,3241967.379240026,3237765.2109667417
3.5938136638046257e-06,8.111308307896872e-05,3473684.6560069555,3475348.634181426
3.5938136638046257e-06,8.697490026177834e-05,3720001.066673645,3722638.876797955
3.5938136638046257e-06,9.326033468832199e-05,3994016.805341656,3983097.577952435
3.5938136638046257e-06,0.0001,4280896.471618823,4281821.034154899
3.5938136638046257e-06,0.00010722672220103231,4587014.2996687,4587026.723187191
3.5938136638046257e-06,0.00011497569953977356,4917964.676465936,4916985.011963952
3.5938136638046257e-06,0.0001232846739442066,5276622.395998901,5277290.117786432
3.5938136638046257e-06,0.00013219411484660288,5660706.6784811,5650551.2338394495
3.5938136638046257e-06,0.00014174741629268049,6062466.154492149,6062666.525549872
3.5938136638046257e-06,0.0001519911082952933,6501440.216414232,6508506.344899721
3.5938136638046257e-06,0.0001629750834620645,6978697.867767184,6985440.063879952
3.5938136638046257e-06,0.00017475284000076848,7487114.33118113,7476493.347752902
3.5938136638046257e-06,0.0001873817422860385,8021578.953423057,8015995.955620639
3.5938136638046257e-06,0.00020092330025650479,8600474.589082792,8598037.570722839
3.5938136638046257e-06,0.00021544346900318845,9222121.262895837,9219437.05973132
3.5938136638046257e-06,0.00023101297000831605,9894541.228762593,9889291.008410683
3.5938136638046257e-06,0.0002477076355991711,10602715.87581327,10596160.544957448
3.5938136638046257e-06,0.00026560877829466864,11368312.357303167,11358726.593244601
3.5938136638046257e-06,0.0002848035868435802,12181249.371787254,12195472.448113255
3.5938136638046257e-06,0.0003053855508833416,13076275.449011015,13085051.292285373
3.5938136638046257e-06,0.00032745491628777284,14015414.992689935,14023475.37256318
3.5938136638046257e-06,0.0003511191734215131,15043411.34041039,15049248.549045576
3.5938136638046257e-06,0.00037649358067924675,16099253.81615292,16118149.720245821
3.5938136638046257e-06,0.0004037017258596554,17256542.420423195,17298362.78194384
3.5938136638046257e-06,0.0004328761281083057,18520892.2915775,18517770.60392107
3.5938136638046257e-06,0.0004641588833612782,19864720.743142813,19884379.40652535
3.5938136638046257e-06,0.0004977023564332114,21284379.462080307,21300998.425474286
3.5938136638046257e-06,0.0005336699231206312,22827947.4487935,22813243.00674737
3.5938136638046257e-06,0.0005722367659350221,24484771.71329044,24493452.891539034
3.5938136638046257e-06,0.0006135907273413176,26236722.489871774,26255615.71811204
3.5938136638046257e-06,0.0006579332246575682,28157799.26723092,28125302.012266867
3.5938136638046257e-06,0.0007054802310718645,30177899.825361963,30202241.17616624
3.5938136638046257e-06,0.000756463327554629,32363991.044094276,32377632.350296535
3.5938136638046257e-06,0.0008111308307896872,34700691.51550587,34683999.74810711
3.5938136638046257e-06,0.0008697490026177834,37237037.14947251,37229448.170936204
3.5938136638046257e-06,0.0009326033468832199,39975443.841940865,39925575.676507905
3.5938136638046257e-06,0.001,42781397.15063336,42795105.72851063
4.037017258596558e-06,1e-06,42776.5168214895,42791.1337027658
4.037017258596558e-06,1.0722672220103232e-06,45945.72723122855,45918.304159559426
4.037017258596558e-06,1.1497569953977357e-06,49192.79248906694,49174.08981947147
4.037017258596558e-06,1.232846739442066e-06,52804.44835563995,52770.290300474655
4.037017258596558e-06,1.3219411484660288e-06,56572.642911512456,56593.58708497348
4.037017258596558e-06,1.4174741629268049e-06,60656.545092565255,60657.15365064864
4.037017258596558e-06,1.519911082952933e-06,65053.140494874715,65064.49579544527
4.037017258596558e-06,1.6297508346206435e-06,69887.29517386969,69818.002045571
4.037017258596558e-06,1.747528400007683e-06,74817.83257537654,74709.02750612587
4.037017258596558e-06,1.873817422860383e-06,80154.22744124422,80187.66553361302
4.037017258596558e-06,2.0092330025650458e-06,85922.24274582848,85994.94252636375
4.037017258596558e-06,2.1544346900318822e-06,92185.25976795904,92183.24269205474
4.037017258596558e-06,2.310129700083158e-06,98855.30633975219,98772.43305949864
4.037017258596558e-06,2.477076355991709e-06,106014.04459434262,106114.35818393079
4.037017258596558e-06,2.656087782946684e-06,113707.63995624174,113636.694131604
4.037017258596558e-06,2.848035868435805e-06,121936.75229907033,121979.41224624931
4.037017258596558e-06,3.0538555088334123e-06,130745.44771619652,130658.27507920605
4.037017258596558e-06,3.2745491628777315e-06,139971.32523619605,140125.30535398037
4.037017258596558e-06,3.5111917342151275e-06,150387.37563345712,150194.63811875522
4.037017258596558e-06,3.764935806792471e-06,161173.0041116929,161207.81329766632
4.037017258596558e-06,4.037017258596558e-06,172698.14383091638,172698.61156857782
4.037017258596558e-06,4.328761281083061e-06,185158.2160118803,185121.32638707518
4.037017258596558e-06,4.641588833612782e-06,198661.44086152097,198686.57341644447
4.037017258596558e-06,4.977023564332114e-06,213090.88194994078,212769.683178601
4.037017258596558e-06,5.336699231206313e-06,228167.155230107,228202.72862814227
4.037017258596558e-06,5.72236765935022e-06,244754.3653327999,245086.93718587927
4.037017258596558e-06,6.1359072734131755e-06,262834.37547893054,262948.08432969556
4.037017258596558e-06,6.579332246575683e-06,281973.199857948,281422.7942852011
4.037017258596558e-06,7.0548023107186455e-06,302050.3803454087,301732.6783208134
4.037017258596558e-06,7.564633275546291e-06,323921.18573157047,323691.83826815744
4.037017258596558e-06,8.111308307896873e-06,347216.24720959616,347238.9020002466
4.037017258596558e-06,8.697490026177835e-06,372263.3084733429,372307.22830500046
4.037017258596558e-06,9.3260334688322e-06,399108.01439474046,398996.0789697166
4.037017258596558e-06,1e-05,427817.41304140433,427814.6276754911
4.037017258596558e-06,1.072267222010323e-05,458888.65311194933,459156.6472538787
4.037017258596558e-06,1.1497569953977357e-05,492182.5158404641,492314.14833242097
4.037017258596558e-06,1.2328467394420658e-05,527652.6605128068,527923.7685181332
4.037017258596558e-06,1.3219411484660286e-05,566446.4780997725,566392.7749792001
4.037017258596558e-06,1.4174741629268048e-05,606231.0977526923,606967.1381453448
4.037017258596558e-06,1.5199110829529332e-05,649551.3317934998,651399.1035706439
4.037017258596558e-06,1.6297508346206434e-05,697634.0946198957,697647.6064508267
4.037017258596558e-06,1.747528400007683e-05,747741.3793077872,747799.8150814971
4.037017258596558e-06,1.873817422860383e-05,801656.2876305724,801662.5911809087
4.037017258596558e-06,2.0092330025650458e-05,860200.5974424506,859419.7433235396
4.037017258596558e-06,2.1544346900318867e-05,921199.6095248394,922432.8385443236
4.037017258596558e-06,2.310129700083158e-05,987737.9311831549,988648.1828033986
4.037017258596558e-06,2.477076355991714e-05,1058841.4949637856,1059084.7735824042
4.037017258596558e-06,2.656087782946684e-05,1136593.6927405503,1137320.331586932
4.037017258596558e-06,2.8480358684358048e-05,1218906.4583780752,1218605.6304235917
4.037017258596558e-06,3.053855508833412e-05,1306545.873429077,1308391.0037576538
4.037017258596558e-06,3.274549162877732e-05,1400322.8143768548,1402178.5298218094
4.037017258596558e-06,3.511191734215127e-05,1503777.2793811138,1502431.4362211986
4.037017258596558e-06,3.7649358067924715e-05,1611274.6566801914,1611648.0844977775
4.037017258596558e-06,4.037017258596558e-05,1726943.5333553427,1726857.0472844592
4.037017258596558e-06,4.328761281083062e-05,1853896.3482204666,1855596.2846585468
4.037017258596558e-06,4.641588833612782e-05,1984883.428248726,1984746.8481314017
4.037017258596558e-06,4.977023564332114e-05,2131792.874046291,2130747.231813439
4.037017258596558e-06,5.3366992312063123e-05,2285170.2965350766,2286022.540215674
4.037017258596558e-06,5.72236765935022e-05,2450325.6277133906,2452079.93654395
4.037017258596558e-06,6.135907273413175e-05,2625723.496929906,2626494.432788645
4.037017258596558e-06,6.579332246575683e-05,2820091.300551878,2817616.235841074
4.037017258596558e-06,7.054802310718646e-05,3020869.3332117754,3020373.451546219
4.037017258596558e-06,7.56463327554629e-05,3236043.5449450416,3238063.6721597314
4.037017258596558e-06,8.111308307896872e-05,3468053.786009232,3474060.917041454
4.037017258596558e-06,8.697490026177834e-05,3720365.26661729,3724227.887747168
4.037017258596558e-06,9.326033468832199e-05,3989525.2947416096,3991941.750029226
4.037017258596558e-06,0.0001,4276214.870678585,4279770.8618477555
4.037017258596558e-06,0.00010722672220103231,4583517.097123802,4586520.436669933
4.037017258596558e-06,0.00011497569953977356,4927382.828517649,4917054.769046552
4.037017258596558e-06,0.0001232846739442066,5280243.796871398,5280006.839159496
4.037017258596558e-06,0.00013219411484660288,5655672.29495088,5658174.065112523
4.037017258596558e-06,0.00014174741629268049,6068966.014528821,6058504.855446135
4.037017258596558e-06,0.0001519911082952933,6506581.992187581,6507987.245032928
4.037017258596558e-06,0.0001629750834620645,6971853.871726284,6971872.600100191
4.037017258596558e-06,0.00017475284000076848,7474869.191424093,7473380.246971545
4.037017258596558e-06,0.0001873817422860385,8019996.666877338,8021011.556885623
4.037017258596558e-06,0.00020092330025650479,8602515.831726704,8589548.921883443
4.037017258596558e-06,0.00021544346900318845,9211147.765639989,9212272.487562334
4.037017258596558e-06,0.00023101297000831605,9884416.463730076,9886806.525609102
4.037017258596558e-06,0.0002477076355991711,10613129.802678281,10612712.764234481
4.037017258596558e-06,0.00026560877829466864,11383415.940592097,11362085.94229734
4.037017258596558e-06,0.0002848035868435802,12198530.097371189,12181639.362567002
4.037017258596558e-06,0.0003053855508833416,13071427.45679849,13068909.797232937
4.037017258596558e-06,0.00032745491628777284,14012427.839735497,14014732.137610039
4.037017258596558e-06,0.0003511191734215131,15034861.401110953,15024067.793241983
4.037017258596558e-06,0.00037649358067924675,16116658.810716221,16115455.80104231
4.037017258596558e-06,0.0004037017258596554,17273645.506803498,17270839.37277572
4.037017258596558e-06,0.0004328761281083057,18534499.643127795,18547282.81626672
4.037017258596558e-06,0.0004641588833612782,19859433.381038617,19890473.57553954
4.037017258596558e-06,0.0004977023564332114,21300599.726777747,21310098.325581938
4.037017258596558e-06,0.0005336699231206312,22874261.92671941,22860294.15956076
4.037017258596558e-06,0.0005722367659350221,24472729.051958866,24503332.41148789
4.037017258596558e-06,0.0006135907273413176,26253984.4730497,26269255.780806262
4.037017258596558e-06,0.0006579332246575682,28141732.03763261,28163610.24783905
4.037017258596558e-06,0.0007054802310718645,30193706.000329558,30205183.473129816
4.037017258596558e-06,0.000756463327554629,32383954.763773974,32395467.276764277
4.037017258596558e-06,0.0008111308307896872,34722684.48656752,34687848.47256843
4.037017258596558e-06,0.0008697490026177834,37177942.82006434,37244589.46621148
4.037017258596558e-06,0.0009326033468832199,39889634.02617477,39931794.228572786
4.037017258596558e-06,0.001,42735040.01626288,42776786.50997767
4.534878508128582e-06,1e-06,42818.50880956031,42813.13795660357
4.534878508128582e-06,1.0722672220103232e-06,45955.91118017277,45928.71478490975
4.534878508128582e-06,1.1497569953977357e-06,49199.845445100786,49275.225623284874
4.534878508128582e-06,1.232846739442066e-06,52707.67281014702,52782.95766254834
4.534878508128582e-06,1.3219411484660288e-06,56614.70718415918,56548.98460418751
4.534878508128582e-06,1.4174741629268049e-06,60615.70977430899,60709.27797417693
4.534878508128582e-06,1.519911082952933e-06,65038.350901251986,65000.13442837068
4.534878508128582e-06,1.6297508346206435e-06,69771.83004643786,69854.78723910167
4.534878508128582e-06,1.747528400007683e-06,74737.02415024214,74752.71102219
4.534878508128582e-06,1.873817422860383e-06,80198.23746207773,80203.48126951786
4.534878508128582e-06,2.0092330025650458e-06,86044.29955852487,86066.57183176091
4.534878508128582e-06,2.1544346900318822e-06,92199.26410569243,92269.55485444113
4.534878508128582e-06,2.310129700083158e-06,98790.0674682853,98883.25252005892
4.534878508128582e-06,2.477076355991709e-06,106174.87909861104,106091.82046318044
4.534878508128582e-06,2.656087782946684e-06,113706.7710293788,113705.4895714971
4.534878508128582e-06,2.848035868435805e-06,121881.15882158399,121874.82262002962
4.534878508128582e-06,3.0538555088334123e-06,130550.87728256691,130863.58036737218
4.534878508128582e-06,3.2745491628777315e-06,140067.41049701293,140139.5559945135
4.534878508128582e-06,3.5111917342151275e-06,150111.69749457124,150325.62016216043
4.534878508128582e-06,3.764935806792471e-06,161119.37326556377,161147.63928398115
4.534878508128582e-06,4.037017258596558e-06,172656.47918416583,172677.81484134254
4.534878508128582e-06,4.328761281083061e-06,185437.69039686554,185280.22139824156
4.534878508128582e-06,4.641588833612782e-06,198762.2201696523,198782.04379163324
4.534878508128582e-06,4.977023564332114e-06,212887.40630423775,212977.3918807008
4.534878508128582e-06,5.336699231206313e-06,228713.16431397293,228097.9016088279
4.534878508128582e-06,5.72236765935022e-06,244968.63522217984,245021.5420897329
4.534878508128582e-06,6.1359072734131755e-06,262485.8228139996,262486.53373336914
4.534878508128582e-06,6.579332246575683e-06,281424.0201694583,281367.964753124
4.534878508128582e-06,7.0548023107186455e-06,301947.7358061951,301985.93459476513
4.534878508128582e-06,7.564633275546291e-06,323879.1990878144,323322.9445468615
4.534878508128582e-06,8.111308307896873e-06,346804.3669028639,346851.1635424911
4.534878508128582e-06,8.697490026177835e-06,372124.7993887947,372291.46844226366
4.534878508128582e-06,9.3260334688322e-06,399593.4966209876,399625.46372230473
4.534878508128582e-06,1e-05,428685.21832074557,427679.7714556751
4.534878508128582e-06,1.072267222010323e-05,459340.53511750535,458465.27675967966
4.534878508128582e-06,1.1497569953977357e-05,492425.4037290534,491964.6303354723
4.534878508128582e-06,1.2328467394420658e-05,527215.1369437651,527522.4071337624
4.534878508128582e-06,1.3219411484660286e-05,565530.6685419965,565420.8374126724
4.534878508128582e-06,1.4174741629268048e-05,606536.6732969307,606441.3999198824
4.534878508128582e-06,1.5199110829529332e-05,650401.0940183259,650260.1335319708
4.534878508128582e-06,1.6297508346206434e-05,697583.7834164472,698248.9043131578
4.534878508128582e-06,1.747528400007683e-05,747457.2625630798,748348.2703397602
4.534878508128582e-06,1.873817422860383e-05,801855.96296883,802543.8549039837
4.534878508128582e-06,2.0092330025650458e-05,860823.3926073774,860744.8750072842
4.534878508128582e-06,2.1544346900318867e-05,921300.135974904,922183.3812824622
4.534878508128582e-06,2.310129700083158e-05,987483.3275166424,989512.0603523604
4.534878508128582e-06,2.477076355991714e-05,1060228.076140508,1061197.2990889612
4.534878508128582e-06,2.656087782946684e-05,1136444.6802241788,1137040.036652542
4.534878508128582e-06,2.8480358684358048e-05,1218392.7316487534,1219708.1275154597
4.534878508128582e-06,3.053855508833412e-05,1307799.0794115986,1306482.0012535823
4.534878508128582e-06,3.274549162877732e-05,1400097.7079993028,1402083.120492103
4.534878508128582e-06,3.511191734215127e-05,1502383.76040086,1504067.0105373152
4.534878508128582e-06,3.7649358067924715e-05,1609636.4586016685,1610135.0463122386
4.534878508128582e-06,4.037017258596558e-05,1728403.8499137186,1729632.4298037924
4.534878508128582e-06,4.328761281083062e-05,1853626.9170888478,1853797.7963227422
4.534878508128582e-06,4.641588833612782e-05,1986605.709502177,1987933.353906636
4.534878508128582e-06,4.977023564332114e-05,2128880.9689383246,2130917.054335285
4.534878508128582e-06,5.3366992312063123e-05,2285896.7587224804,2282453.266857773
4.534878508128582e-06,5.72236765935022e-05,2450149.2554838504,2450692.073494652
4.534878508128582e-06,6.135907273413175e-05,2624971.505832262,2625038.4109677705
4.534878508128582e-06,6.579332246575683e-05,2816616.575838678,2818636.3843296715
4.534878508128582e-06,7.054802310718646e-05,3018427.411308491,3017575.4720098446
4.534878508128582e-06,7.56463327554629e-05,3240705.54506347,3238276.0183785777
4.534878508128582e-06,8.111308307896872e-05,3470323.2225960013,3475545.735951943
4.534878508128582e-06,8.697490026177834e-05,3722717.6407905025,3721666.194199753
4.534878508128582e-06,9.326033468832199e-05,3987884.809844119,3993700.8997232527
4.534878508128582e-06,0.0001,4284133.214847561,4284006.66274646
4.534878508128582e-06,0.00010722672220103231,4591101.741016014,4587040.327636911
4.534878508128582e-06,0.00011497569953977356,4919816.66385924,4921711.521291065
4.534878508128582e-06,0.0001232846739442066,5271230.19083449,5279253.446821499
4.534878508128582e-06,0.00013219411484660288,5655457.398421004,5657705.649037896
4.534878508128582e-06,0.00014174741629268049,6065252.591875081,6062688.292302681
4.534878508128582e-06,0.0001519911082952933,6506514.5562302545,6509809.365343955
4.534878508128582e-06,0.0001629750834620645,6974965.499716369,6973334.933790617
4.534878508128582e-06,0.00017475284000076848,7482153.245717364,7485952.118208407
4.534878508128582e-06,0.0001873817422860385,8025264.912438422,8018507.286427128
4.534878508128582e-06,0.00020092330025650479,8592110.989990799,8597405.502894035
4.534878508128582e-06,0.00021544346900318845,9224789.130034626,9217436.167639324
4.534878508128582e-06,0.00023101297000831605,9889426.082067858,9891561.941441638
4.534878508128582e-06,0.0002477076355991711,10596597.96836608,10596626.439468311
4.534878508128582e-06,0.00026560877829466864,11361136.59352738,11358873.183373688
4.534878508128582e-06,0.0002848035868435802,12189682.179479998,12191224.252959471
4.534878508128582e-06,0.0003053855508833416,13076966.222990898,13053506.053770572
4.534878508128582e-06,0.00032745491628777284,14005083.263131252,14005546.15832328
4.534878508128582e-06,0.0003511191734215131,15020906.892725835,15035523.769278675
4.534878508128582e-06,0.00037649358067924675,16126594.254194317,16131329.554767536
4.534878508128582e-06,0.0004037017258596554,17292957.123907346,17274045.418562677
4.534878508128582e-06,0.0004328761281083057,18529383.956804585,18512329.742000274
4.534878508128582e-06,0.0004641588833612782,19876391.894093696,19857446.022985872
4.534878508128582e-06,0.0004977023564332114,21301976.607302617,21307416.232992865
4.534878508128582e-06,0.0005336699231206312,22843980.013843596,22830743.78882896
4.534878508128582e-06,0.0005722367659350221,24483278.463023286,24478288.61594727
4.534878508128582e-06,0.0006135907273413176,26261223.24306146,26253570.086821154
4.534878508128582e-06,0.0006579332246575682,28154154.464553673,28160354.656771522
4.534878508128582e-06,0.0007054802310718645,30187438.85296747,30220803.41609705
4.534878508128582e-06,0.000756463327554629,32364247.794015244,32383492.016000606
4.534878508128582e-06,0.0008111308307896872,34747017.4916612,34757197.73912327
4.534878508128582e-06,0.0008697490026177834,37192481.17406901,37237274.41136245
4.534878508128582e-06,0.0009326033468832199,39889592.89419615,39928104.2955485
4.534878508128582e-06,0.001,42780104.84807038,42828649.342097886
